AUCT,64,i | 1 | 2 | 3,,9.9,-1.98,"3,098,600","31,008","5,445",23.89,10.76,2.51,0.23,0.41,23.85,44.54,26.23,4.06,28.77,,289,299,2.47,
AWC,65,i | 1 | 3,,4.68,-1.68,"54,580,600","257,002","149,760",,2.11,0.75,,0,-0.99,-2.56,-30.66,,24.97,,,,,
AYUD,66,i | 1 | 2 | 3,,33.75,+0.75,"5,800",196,"13,138",20.81,0.73,0.44,0.77,1.62,1.88,3.53,11.29,4.54,24.34,,678,730,0.56,
B,67,i | 1 | 2 | 3,,0.49,0.00,"100,517,800","49,438",878,,1.04,0.50,,0,-4.81,-8.74,-16.33,,67.16,,,,,
B52,68,i | 1 | 2 | 3,C,0.72,+1.41,"20,059,800","14,114","1,636",,12.00,0.20,,0,-34.93,-38.67,-194.07,,44.23,,,,,
BA,69,i | 1 | 2 | 3,,7.7,+2.67,"3,680,200","27,679","16,170",,0.81,1.58,,0,-7.31,-21.33,-53.16,,36.41,,,,,
BAFS,70,i | 1 | 2 | 3,,26,+0.97,"512,400","13,174","16,575",,3.02,2.31,,0,-1.23,-6.23,-22.12,,45.18,,,,,
BAM,71,i | 1 | 3,,20.4,-0.97,"10,795,100","220,940","65,934",35.82,1.58,2.16,0.51,0.57,3.7,4.67,22.9,2.49,54.20,,757,771,-0.5,
BANPU,72,i | 1 | 2 | 3,,11.9,0.00,"139,214,400","1,608,881","60,388",,0.97,3.16,0.15,0,1.97,-2.66,-0.78,2.52,87.79,,,,,
BAY,73,i | 1 | 3,,37,-3.90,"1,593,300","59,924","272,163",11.81,0.95,8.07,0.35,3.13,2.24,8.25,20.48,0.91,23.12,,358,548,1.82,
BBL,74,i | 1 | 2 | 3,XD,121.5,-1.62,"8,847,700","1,081,213","231,924",13.50,0.52,7.51,2.50,9,1.62,3.92,14.78,2.02,98.60,,538,618,-1.44,
BC,75,i | 1 | 3,,1.77,-0.56,"292,400",519,897,,1.13,3.85,,0,-5.72,-19.05,-219.73,,35.06,,,,,
BCH,76,i | 1 | 3,,17.7,+6.63,"90,722,400","1,568,496","44,139",35.90,6.41,1.29,0.13,0.49,11.99,18.72,15.43,1.39,44.00,,454,474,1.87,
BCP,77,i | 1 | 2 | 3,,24.5,0.00,"3,746,800","91,944","33,735",,0.72,1.94,0.40,0,-3.9,-14.22,-4.21,1.63,59.46,,,,,
BCPG,78,i | 1 | 2 | 3,,14,0.00,"3,798,500","53,589","36,967",19.33,1.65,1.28,0.17,0.72,6.26,10.07,44.87,2.08,29.74,,445,492,2.74,
BCT,79,i | 1 | 2 | 3,,46.25,+0.54,"4,900",225,"13,875",9.55,0.70,0.04,1.20,4.84,8.41,7.53,-0.49,2.61,22.62,,337,215,-0.12,
BDMS,80,i | 1 | 2 | 3,,21.9,+1.86,"43,960,400","952,302","348,035",48.24,3.96,0.51,0.55,0.45,8.36,8.4,11.07,2.56,65.98,,679,595,7.31,
BEAUTY,81,i | 1 | 2 | 3,,1.71,-2.29,"20,334,700","35,082","5,142",,6.11,0.28,,0,-10,-10.9,-13.33,,77.98,,,,,
BEC,82,i | 1 | 2 | 3,,9.8,+4.26,"49,258,800","479,383","19,600",,3.63,0.76,,0,-0.86,-3.88,-5.15,,56.06,,,,,
BEM,83,i | 1 | 2 | 3,,8.05,+0.63,"37,794,400","302,167","123,044",59.99,3.23,1.99,0.10,0.13,4.04,5.34,14.35,1.25,54.02,,814,827,10.56,
BFIT,84,i | 1 | 2 | 3,,41,-6.82,"21,438,800","898,501","22,601",14.42,2.35,1.04,1.40,2.84,10.82,16.6,43.59,3.18,17.96,,256,273,0.19,
BGC,85,i | 1 | 3,XD,9.7,-1.02,"2,143,400","20,845","6,736",13.05,1.32,2.31,0.12,0.74,4.69,10.29,5.3,4.69,27.55,,326,465,6.44,
BGRIM,86,i | 1 | 2 | 3,,42.75,-2.84,"12,993,300","558,716","111,445",51.24,4.06,3.33,0.30,0.83,5.69,7.82,8.47,1.02,34.62,,708,719,25.53,
BGT,87,i | 1 | 2 | 3,,1.26,+1.61,"10,205,800","13,152",458,,1.11,1.61,,0,-1.74,-8.33,-8.53,,37.68,,,,,
BH,88,i | 1 | 2 | 3,,137,+0.74,"2,236,400","307,258","108,858",90.54,5.88,0.29,2.05,1.51,5.95,6.25,9.72,2.35,45.37,,814,755,-7.8,
BIG,89,i | 1 | 2 | 3,,0.71,-4.05,"9,634,200","6,939","2,506",202.80,1.45,0.68,,0,1,0.7,0.49,,30.59,,997,"1,015",-9.25,
BIZ,90,i | 1 | 2 | 3,,4.56,0.00,"472,400","2,164","1,824",41.08,3.43,2.74,0.15,0.11,3.8,7.93,3.86,3.29,24.41,,684,797,9.98,
BJC,91,i | 1 | 2 | 3,,36,-0.69,"2,569,100","92,912","144,281",36.06,1.26,1.80,0.60,1,3.26,3.48,2.89,2.15,26.14,,800,792,2.75,
BJCHI,92,i | 1 | 2 | 3,,1.87,+3.31,"15,344,600","28,452","2,991",,0.91,0.17,0.03,0,-4.69,-5.59,-9.64,1.66,24.93,,,,,
BKD,93,i | 1 | 2 | 3,,2.26,+1.80,"257,200",583,"2,432",,1.81,0.23,,0,-5.76,-6.25,-20.23,,26.97,,,,,
BKI,94,i | 1 | 2 | 3,,269,0.00,"26,300","7,049","28,640",10.59,0.94,0.96,6.00,25.4,5.56,8.82,15.16,5.58,84.28,,317,372,3.53,
BLA,95,i | 1 | 2 | 3,,25.5,-0.97,"2,675,100","67,810","43,543",27.07,0.94,6.37,0.23,0.94,0.52,3.56,3.4,0.89,49.36,,735,837,-3.16,
BLAND,96,i | 1 | 2 | 3,,1.06,0.00,"13,022,700","13,801","18,417",,0.42,0.22,0.02,0,0.56,-1.35,-49.99,5.67,72.03,,,,,
BLISS,97,i | 1 | 2 | 3,SPNPNC,0.14,0.00,0,0,963,,0.58,2.61,,0,-40.31,-91.61,-97.01,,79.05,,,,,
BM,98,i | 1 | 2 | 3,,4.78,+0.42,"1,333,000","6,332","2,103",37.45,2.95,0.81,0.08,0.13,5.93,8,5.62,1.68,39.98,,664,667,4.65,
BOL,99,i | 1 | 2 | 3,,8.6,-0.58,"506,200","4,362","7,056",39.53,9.89,0.41,0.12,0.22,24.52,29.47,28.5,2.25,27.58,,417,405,1.62,
BPP,100,i | 1 | 2 | 3,,18,-2.17,"8,700,400","157,290","54,859",14.82,1.33,0.18,0.35,1.21,8.8,9.23,57.96,3.53,21.24,,394,321,-11.29,
BR,101,i | 1 | 2 | 3,,2.8,+0.72,"763,900","2,133","2,558",,0.63,1.70,,0,-0.04,-2.99,-2.07,,52.81,,,,,
BROCK,102,i | 1 | 2 | 3,,1.56,0.00,"8,100",13,"1,599",46.45,1.28,0.04,0.02,0.03,3.93,2.76,13.63,1.28,15.91,,857,805,0.51,
BROOK,103,i | 1 | 2 | 3,,0.57,-1.72,"10,217,400","5,842","3,892",61.56,1.58,0.04,0.02,0.01,2.08,2.58,50.86,8.39,30.38,,894,917,0.02,
BRR,104,i | 1 | 2 | 3,,5.7,0.00,"894,700","5,200","4,629",754.18,2.50,3.67,0.06,0.01,4.01,0.33,0.15,1.05,24.81,,"1,018",897,-28.52,
BSBM,105,i | 1 | 2 | 3,,1.54,-1.28,"9,586,700","14,911","1,727",20.55,0.90,0.02,0.04,0.07,5.39,4.42,5.34,5.13,30.79,,640,556,-0.25,
BSM,106,i | 1 | 2 | 3,,0.39,0.00,"15,458,700","6,143",831,,1.50,2.25,,0,-1.86,-14.47,-11.97,,50.02,,,,,
BTNC,107,i | 1 | 2 | 3,,12.4,0.00,100,1,149,,0.37,0.58,,0,-8.98,-11.08,-12.29,,29.73,,,,,
BTS,108,i | 1 | 2 | 3,,9,0.00,"40,716,900","365,536","118,469",18.44,2.04,2.29,0.15,0.49,5.56,11.18,11.26,5.33,59.66,,410,519,1.97,
BTW,109,i | 1 | 2 | 3,,1.31,-3.68,"2,613,500","3,431",990,23.14,0.85,0.53,0.02,0.06,4.13,3.75,2.91,1.47,34.09,,697,657,0.15,
BUI,110,i | 1 | 3,,10.2,0.00,0,0,306,23.50,0.44,1.47,0.25,0.43,0.86,1.88,1.4,2.45,33.61,,751,803,0.31,
BWG,111,i | 1 | 2 | 3,,0.74,-1.33,"47,738,700","35,193","3,072",,0.87,1.03,,0,1.28,-5.47,-2.71,,93.45,,,,,
CAZ,112,i | 1 | 3,,2.26,-1.74,"3,684,900","8,447",633,10.80,1.27,2.19,0.02,0.21,6.75,12.14,2.86,0.94,39.09,,237,314,0.9,
CBG,113,i | 1 | 2 | 3,,118,-3.67,"12,414,000","1,477,360","118,000",33.47,11.85,0.70,1.50,3.53,27.2,38.06,20.47,1.96,26.36,,361,360,1.1,
CCET,114,i | 1 | 2 | 3,,3.14,-3.68,"16,359,900","52,208","14,302",73.92,0.98,3.03,0.01,0.04,1.93,1.31,0.22,0.83,26.94,,946,943,-2.78,
CCP,115,i | 1 | 2 | 3,,0.62,-3.13,"18,361,100","11,445","1,716",20.65,1.29,1.02,0.02,0.03,4.64,6.33,3.9,3.12,49.54,,587,599,-0.33,
CEN,116,i | 1 | 2 | 3,,1.82,-2.67,"2,116,000","3,896","1,356",232.18,0.85,0.50,,0.01,-4.89,0.37,-10.95,,68.73,,"1,007",,-1.06,
CENTEL,117,i | 1 | 2 | 3,,30.5,+0.83,"4,567,400","139,726","41,175",,4.15,2.53,,0,-8.47,-23.52,-21.87,,74.35,,,,,
CFRESH,118,i | 1 | 3,,2.52,-4.55,"8,239,000","21,829","1,168",,1.35,2.14,,0,-2.56,-19.12,-4.09,,32.01,,,,,
CGD,119,i | 1 | 2 | 3,,0.76,-5.00,"90,754,000","70,446","6,282",,1.46,5.16,,0,1.18,-8.01,-11.35,,43.89,,,,,
CGH,120,i | 1 | 2 | 3,,1.28,+4.07,"196,127,500","249,176","5,127",36.06,0.97,0.77,,0.04,3.02,2.58,10.88,,40.02,,818,799,1.37,
CHARAN,121,i | 1 | 2 | 3,,38.25,+1.32,"22,400",853,459,8.96,0.82,0.41,2.60,4.27,7.1,9.44,16.42,6.89,55.95,,269,257,-0.04,
CHAYO,122,i | 1 | 2 | 3,,14.4,0.00,"10,274,500","147,595","11,455",73.74,9.00,1.47,,0.2,10.7,14.67,29.75,0.04,37.38,,596,597,1.9,
CHEWA,123,i | 1 | 2 | 3,,0.98,-6.67,"27,726,600","27,771","1,250",10.38,0.67,2.59,0.02,0.09,-0.72,6.69,7.33,1.99,25.85,,381,,-0.21,
CHG,124,i | 1 | 2 | 3,,3.14,+6.08,"226,516,100","696,529","34,540",39.40,8.49,0.50,0.03,0.08,17.76,22.69,15.6,1.69,42.61,,447,424,3.74,
CHO,125,i | 1 | 2 | 3,,0.79,+6.76,"119,252,300","97,820","1,044",,1.11,2.35,,0,-2.96,-25.19,-36.85,,45.80,,,,,
CHOTI,126,i | 1 | 3,,68.5,-0.72,100,7,514,,0.63,0.46,,0,-10.86,-16.73,-8.72,,20.12,,,,,
CHOW,127,i | 1 | 2 | 3,,4.46,-2.19,"304,000","1,369","3,568",,4.33,11.27,,0,-1.36,-29.03,-52.88,,37.41,,,,,
CI,128,i | 1 | 3,,0.76,-2.56,"1,896,600","1,480",811,,0.52,5.35,,0,-1.45,-18.46,-27.08,,30.16,,,,,
CIG,129,i | 1 | 2 | 3,,0.63,-1.56,"19,284,000","12,219",545,,1.50,1.41,,0,-11.9,-30.38,-13.3,,70.14,,,,,
CIMBT,130,i | 1 | 3,XD,0.89,0.00,"14,511,900","13,100","30,992",24.01,0.75,8.80,0.01,0.04,1.41,3.22,8.65,0.56,5.17,,719,787,0.01,
CITY,131,i | 1 | 3,,2.72,0.00,"1,917,900","5,287",816,,0.62,0.02,,0,-1.9,-1.73,-5.21,,26.68,,,,,
CK,132,i | 1 | 2 | 3,,16.9,-0.59,"6,232,600","105,155","28,627",45.77,1.08,2.19,0.20,0.37,2.34,2.3,3.45,1.18,65.12,,867,867,-3.06,
CKP,133,i | 1 | 2 | 3,,4.58,-2.14,"21,137,000","97,902","37,233",92.00,1.57,1.35,0.04,0.05,1.8,1.71,2.75,0.75,23.81,,943,956,1.28,
CM,134,i | 1 | 2 | 3,,3.02,-0.66,"124,200",378,"1,151","1,002.42",0.84,0.11,,0,0.06,0.08,0.1,,36.95,,"1,024","1,053",-32.48,
CMAN,135,i | 1 | 2 | 3,,2.16,-0.92,"1,402,400","3,102","2,074",,1.04,2.01,,0,-0.98,-5.8,-5.99,,38.23,,,,,
CMC,136,i | 1 | 3,,1.12,-1.75,"728,400",822,"1,120",19.33,0.44,1.10,,0.06,2.06,2.27,4.92,0.28,34.79,,686,701,0.67,
CMO,137,i | 1 | 2 | 3,,1.27,-2.31,"2,310,100","2,949",324,,0.65,1.43,,0,-12.44,-25.43,-18.31,,57.91,,,,,
CMR,138,i | 1 | 2 | 3,,2.74,+20.18,"48,768,200","127,887","11,023",55.64,3.04,1.48,0.05,0.05,3.69,5.42,6.44,2.28,15.12,,805,842,-4.94,
CNT,139,i | 1 | 3,,1.64,-1.80,"309,100",513,"1,686",22.33,0.81,2.05,0.05,0.07,1.61,3.64,1.01,2.99,27.83,,690,764,-0.59,
COLOR,140,i | 1 | 2 | 3,,1.54,-0.65,"311,600",480,907,16.30,1.18,0.51,0.05,0.09,4.85,7.35,5.59,3.23,49.82,,491,533,0.84,
COM7,141,i | 1 | 2 | 3,,73,+0.34,"11,724,700","853,750","87,600",58.76,22.74,1.39,1.00,1.24,20.43,41.26,4,1.37,46.42,,449,465,1.42,
COMAN,142,i | 1 | 2 | 3,,3.46,0.00,"338,000","1,162",464,,1.11,0.18,,0,0.62,-1.47,-0.34,,42.86,,,,,
COTTO,143,i | 1 | 3,,1.58,-3.07,"66,221,000","108,125","9,421",22.42,1.07,0.24,0.03,0.07,4.73,4.85,4.17,1.78,15.10,,658,618,0.03,
CPALL,144,i | 1 | 2 | 3,,62.25,-1.97,"32,270,900","2,019,385","559,198",34.72,5.78,4.26,0.90,1.79,6.18,16.91,3.02,1.42,56.65,,468,633,6.89,
CPF,145,i | 1 | 2 | 3,,29,0.00,"53,692,400","1,557,167","249,726",9.38,1.25,2.60,0.60,3.09,10.3,14.45,7.41,3.46,45.65,,171,183,0.48,
CPH,146,i | 1 | 3,,3.74,+0.54,"1,200",4,150,,0.23,1.20,,0,0.91,-2.97,-1.35,,40.67,,,,,
CPI,147,i | 1 | 2 | 3,,2.94,+8.09,"14,587,100","41,638","1,860",11.70,0.95,1.10,0.11,0.25,5.41,8.33,4.07,4.04,50.51,,348,394,-0.05,
CPL,148,i | 1 | 2 | 3,,1.65,+17.02,"561,500",870,726,38.46,0.77,1.28,0.02,0.04,3.07,2.04,1.16,1.42,28.98,,848,812,-0.1,
CPN,149,i | 1 | 2 | 3,,52.25,-1.42,"10,673,200","553,110","234,498",24.44,3.40,2.10,0.70,2.14,6.96,13.56,29,1.32,62.76,,435,521,3.72,
CPR,150,i | 1 | 3,,3.5,+0.57,"105,300",370,697,26.19,1.29,0.17,0.08,0.13,5.18,4.93,6.84,2.30,18.21,,687,624,-3.95,
CPT,151,i | 1 | 2 | 3,,0.99,-1.00,"2,300,800","2,299",891,161.23,0.89,0.27,0.02,0.01,0.71,0.56,0.58,2.00,45.87,,994,"1,014",-1.17,
CPW,152,i | 1 | 3,,3.72,-4.12,"6,939,200","25,999","2,232",40.74,3.21,0.76,0.08,0.09,6.22,8,1.64,2.06,31.80,,677,664,-1.39,
CRANE,153,i | 1 | 2 | 3,,1.65,0.00,"4,924,600","8,182","1,251",117.05,1.12,1.40,,0.01,2.62,0.96,1.14,,49.76,,973,928,-1.43,
CRC,154,i | 1 | 3,,35,-0.71,"9,665,400","334,729","211,085","4,562.41",3.95,3.44,0.40,0.01,1.13,0.11,0.18,1.13,52.51,,"1,026","1,024",-45.83,
CRD,155,i | 1 | 2 | 3,,0.75,0.00,"2,666,400","1,990",375,,1.07,1.40,,0,-11.53,-22.86,-11.4,,25.89,,,,,
CSC,156,i | 1 | 3,,51.75,0.00,"2,500",129,"2,691",10.57,0.74,0.22,2.45,4.9,7.12,7.05,8.91,4.73,38.07,,369,287,1.23,
CSP,157,i | 1 | 2 | 3,,2.16,-0.92,"2,114,400","4,498","1,072",12.71,1.89,2.56,,0.17,5.86,16.18,3.38,,16.28,,222,395,0.13,
CSR,158,i | 1 | 2 | 3,,65.25,0.00,0,0,"1,338",57.55,1.23,0.12,0.69,1.13,2.15,1.95,16.94,1.08,21.08,,907,908,-3.5,
